Make,Model,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Car_Age,Engine (cc),Max Power (BHP),Max Power (RPM)
18,767,59000,2,1,54,1,2,2,4456,1820,1995,7,60,7,2179,120,4000
10,976,30000,2,0,56,1,2,2,5255,2105,1460,5,77,8,2993,225,4000
19,83,65000,6,1,75,4,2,1,3495,1475,1460,5,35,16,796,47,6200
19,133,58000,6,1,73,1,2,1,3995,1745,1500,5,37,4,1197,83,6000
21,600,94000,2,0,45,1,2,0,4804,2141,1796,5,70,11,2997,254,3600
19,75,45000,0,1,56,1,2,1,3395,1490,1475,5,35,8,796,48,6000
30,463,62152,2,0,45,1,2,0,4795,1855,1835,7,80,7,2755,174,3400
8,893,28000,6,0,11,1,2,1,3995,1770,1605,5,45,6,998,118,6000
8,510,15000,6,0,10,1,2,1,3765,1660,1520,5,43,6,1197,81,6000
7,100,53610,6,1,24,3,2,1,3990,1680,1505,5,35,11,1198,87,6000
23,835,75000,2,1,15,1,2,1,4331,1822,1671,5,50,11,1461,84,3750
19,980,16000,6,1,15,1,2,1,4445,1775,1700,6,45,3,1462,103,6000
0,36,60000,2,0,15,1,2,1,4456,1796,1416,5,50,10,1968,141,3500
31,647,101923,6,1,6,3,2,1,4280,1767,1591,5,52,14,1692,129,4835
21,148,45000,2,0,59,1,2,2,4596,1770,1447,5,66,11,2143,170,4200
30,463,120000,2,0,20,1,2,0,4795,1855,1835,7,80,8,2755,174,3400
8,750,56400,6,1,31,4,2,1,3565,1525,1590,5,35,16,1086,62,5500
8,280,70000,2,0,6,1,2,1,4270,1780,1630,5,60,8,1582,126,4000
30,546,82567,2,1,6,1,2,2,4735,1830,1795,7,55,9,2393,148,3400
0,66,32000,2,0,27,1,2,0,5265,1949,1471,4,90,10,2967,247,4000
7,575,68244,2,1,28,3,2,1,3955,1694,1544,5,40,10,1498,98,3600
0,670,25000,2,0,11,3,2,0,5089,1983,1737,6,100,11,2967,241,3800
8,416,34000,6,1,27,1,2,1,3495,1550,1500,5,32,7,814,55,5500
0,661,36000,2,0,15,1,2,0,4385,1831,1608,5,64,8,1968,184,3500
7,230,36000,6,1,56,1,2,1,4440,1695,1495,5,40,6,1497,117,6600
19,817,68005,6,1,59,1,2,1,3850,1695,1530,5,42,11,1197,85,6000
6,366,74797,2,1,69,1,2,1,3998,1765,1647,5,52,7,1498,99,3750
14,448,12000,2,0,27,1,2,0,4360,2120,1635,5,57,4,1999,177,4000
8,394,31000,6,1,32,1,2,1,3985,1734,1505,5,45,6,1197,82,6000
3,699,7520,6,1,6,1,2,1,3429,1560,1541,5,28,5,999,67,5500
8,508,58078,6,1,47,3,2,1,3765,1660,1520,5,43,10,1197,81,6000
31,874,79081,2,1,15,1,2,1,4384,1699,1466,5,55,11,1598,103,4400
21,484,28000,2,0,15,1,2,0,4819,2141,1796,5,93,7,2987,255,3400
21,478,72000,2,0,20,1,2,0,4656,1890,1639,5,66,8,2143,168,3000
8,290,23000,6,0,15,1,2,1,4300,1790,1635,5,50,3,1353,138,6000
2,175,74000,2,0,44,1,2,1,4660,1870,1755,7,65,13,1991,150,4000
8,1008,11628,6,1,36,1,2,1,3995,1660,1520,5,43,10,1197,81,6000
6,362,81323,2,1,27,1,2,1,3998,1765,1647,5,52,8,1498,99,3750
19,912,50000,2,1,44,1,2,1,3995,1790,1640,5,48,9,1248,89,4000
30,550,145000,2,1,39,1,2,2,4735,1830,1795,7,55,9,2393,148,3400
0,41,48000,6,0,15,1,2,1,4456,1796,1416,5,50,8,1798,178,5100
19,920,80000,2,1,32,1,2,1,3995,1790,1640,5,48,8,1248,89,4000
19,811,28513,6,1,1,1,2,1,3850,1695,1530,5,42,14,1197,85,6000
19,935,42000,5,1,7,3,2,1,3595,1475,1700,5,28,14,998,46,6200
6,457,87000,2,1,44,1,2,1,3795,1680,1427,5,45,12,1399,68,4000
8,417,55700,6,1,31,3,2,1,3495,1550,1500,5,32,13,814,56,5500
19,76,45600,6,1,31,1,2,1,3395,1490,1475,5,35,8,796,47,6000
31,878,78000,2,1,14,3,2,1,4384,1699,1466,5,55,12,1598,103,4400
26,491,55000,6,0,11,4,2,2,5569,1948,1550,5,82,13,6592,570,5250
21,488,3000,2,0,15,1,2,0,5207,2157,1823,7,90,4,2925,326,3600
27,797,52458,6,0,45,1,2,1,4861,1864,1483,5,66,8,1798,177,5100
19,77,30000,0,1,32,1,2,1,3395,1490,1475,5,35,8,796,47,6000
29,850,46992,6,1,24,1,2,1,3746,1647,1535,5,35,8,1199,84,6000
7,576,54440,6,1,45,1,2,1,3955,1694,1544,5,40,9,1199,89,6000
18,94,32000,2,0,20,1,2,0,4850,1960,1845,7,70,6,2157,178,4000
21,599,103000,2,0,45,1,2,0,4804,2141,1796,5,70,10,2143,203,4200
0,43,28600,6,0,39,1,2,1,4701,1826,1427,5,63,5,1798,170,3800
12,176,72000,2,0,10,1,2,1,5115,1985,1755,7,60,5,2199,197,3800
19,420,64906,2,1,73,1,2,1,4296,1695,1685,7,45,9,1248,89,4000
21,476,79000,2,0,11,1,2,0,4417,1804,1494,5,50,9,2143,168,3400
19,203,64000,6,1,59,1,2,1,4490,1730,1485,5,43,8,1373,91,6000
8,504,56000,6,1,27,1,2,1,3765,1660,1520,5,43,7,1197,81,6000
8,756,85000,6,1,12,3,2,1,3565,1525,1590,5,35,18,1086,63,5500
18,766,12000,2,1,15,1,2,2,4456,1820,1995,7,60,3,2179,137,3750
19,912,67900,2,1,45,1,2,1,3995,1790,1640,5,48,7,1248,89,4000
29,859,48144,6,1,36,1,2,1,3992,1677,1537,5,35,7,1199,84,6000
1,948,7100,2,0,11,1,2,2,4454,2044,1545,5,63,4,1995,184,4000
24,602,9000,6,0,24,1,2,0,4696,1923,1624,5,65,3,1984,248,5000
19,92,64000,6,1,59,1,2,1,3545,1490,1475,5,35,9,998,67,6000
7,235,38000,2,1,54,1,2,1,4440,1695,1495,5,40,9,1498,99,3600
30,555,65321,2,1,54,1,2,2,4585,1765,1760,8,55,9,2494,101,3600
21,31,80000,6,0,6,4,2,1,4292,1780,1433,4,50,11,1595,121,5000
19,917,37093,2,1,30,1,2,1,3995,1790,1640,5,48,7,1248,89,4000
31,877,37230,6,1,27,1,2,1,4390,1699,1467,5,55,4,999,109,5000
19,187,76116,6,0,45,1,2,1,3600,1600,1560,5,35,11,998,67,6000
7,249,83359,6,1,45,1,2,1,4545,1750,1450,5,50,15,1799,130,6300
0,49,30000,2,0,15,3,2,1,4280,1767,1591,5,52,12,1692,129,4835
1,21,38000,2,0,1,1,2,2,4899,2094,1464,5,65,7,2993,258,4000
8,754,28000,0,1,15,1,2,1,3610,1645,1560,5,60,6,1086,58,5500
27,795,14120,6,0,56,1,2,1,4861,1864,1483,5,66,7,1798,177,5100
8,414,25000,6,1,42,1,2,1,3495,1550,1500,5,32,11,814,55,5500
16,530,28584,6,0,27,1,2,1,4720,1835,1760,6,60,5,1451,141,5000
1,958,87000,2,0,44,1,2,0,4886,1938,1762,7,52,10,2993,258,4000
14,444,50000,2,0,45,1,2,0,4360,2120,1635,5,57,8,1999,177,4000
19,85,63200,0,1,55,1,2,1,3545,1490,1475,4,60,8,998,58,6000
8,504,55000,6,1,15,1,2,1,3765,1660,1520,5,43,11,1197,81,6000
6,458,71569,2,1,39,1,2,1,3886,1695,1525,5,40,6,1498,99,3750
8,1030,41200,6,1,45,1,2,1,3585,1595,1550,5,35,13,1197,79,6000
18,771,117000,2,1,32,1,2,2,4430,1817,1975,8,60,12,2179,120,4000
19,804,65000,6,1,1,3,2,1,3995,1695,1555,5,42,11,1197,85,6000
1,952,33000,2,0,11,1,2,0,4657,1881,1678,5,67,3,1995,190,4000
8,1030,21000,6,1,27,1,2,1,3585,1595,1550,5,35,14,1197,79,6000
8,890,23000,6,1,26,1,2,1,3995,1770,1605,5,45,5,998,118,6000
19,811,26357,6,1,6,1,2,1,3850,1695,1530,5,42,9,1197,83,6000
8,284,33500,6,0,45,1,2,1,4270,1780,1630,5,60,7,1591,122,6400
29,1019,5923,2,1,59,1,0,1,3995,1706,1570,5,44,5,1248,74,4000
19,421,72000,2,1,0,1,2,1,4265,1695,1685,7,45,10,1248,89,4000
18,989,54154,2,0,39,3,2,1,4585,1890,1785,7,70,7,2179,153,3750
32,871,14000,2,0,15,1,2,1,4370,1783,1458,5,60,8,1984,150,3500
19,129,35500,6,1,59,1,2,1,3995,1745,1500,5,37,4,1197,83,6000
8,287,63000,2,1,15,1,2,1,4270,1780,1630,5,60,7,1396,89,4000
19,725,52836,2,1,1,1,2,1,4300,1765,1590,5,48,8,1598,118,3750
19,189,50000,6,0,14,1,2,1,3715,1635,1565,5,35,8,998,67,6000
8,404,72114,2,1,30,1,2,1,3985,1734,1505,5,45,9,1396,89,4000
19,77,72000,0,1,20,3,2,1,3395,1490,1475,5,35,10,796,47,6000
21,473,24000,6,0,15,1,2,1,4424,1804,1494,5,50,6,1991,181,5500
0,57,42000,2,0,58,1,2,1,4915,1874,1455,5,65,13,1968,177,3750
1,21,27600,2,0,27,1,2,2,4899,2094,1464,5,65,7,2993,258,4000
19,92,31000,6,1,54,1,2,1,3545,1490,1475,5,35,10,998,67,6000
19,377,32000,6,1,69,3,2,2,3675,1475,1800,7,40,7,1196,73,6000
30,548,55000,2,1,56,1,2,2,4735,1830,1795,7,55,7,2393,148,3400
15,358,31059,6,0,6,1,2,2,4915,1820,1450,5,65,8,2494,202,5700
7,235,72200,2,1,32,1,2,1,4440,1695,1495,5,40,9,1498,99,3600
29,737,72000,2,1,1,3,2,2,4655,1965,1922,7,55,12,2179,138,4000
19,721,77000,2,1,15,1,2,1,4300,1765,1590,5,48,9,1598,118,3750
7,238,26497,6,1,36,3,2,1,4440,1695,1495,5,40,5,1497,117,6600
8,1022,57000,6,0,32,1,2,1,3585,1595,1550,5,35,12,1197,79,6000
0,48,56000,2,0,15,3,2,1,4280,1767,1591,5,52,13,1692,129,4835
19,91,20100,6,0,56,1,2,1,3545,1490,1475,5,35,10,998,67,6000
0,43,67000,6,0,14,3,2,1,4701,1826,1427,5,63,15,1798,170,3800
18,846,14500,2,1,27,1,2,0,3985,1820,1844,4,57,4,2184,130,3750
8,1044,41000,6,1,15,1,2,1,4280,1767,1591,5,52,14,1692,129,4835
12,783,30000,2,0,44,1,2,1,4315,1800,1645,5,50,4,1493,113,4000
21,165,19000,6,0,11,1,2,0,4693,1810,1402,4,66,5,2996,385,5500
18,985,110000,2,0,1,1,2,1,4585,1890,1785,7,70,9,1997,138,3750
18,827,115339,2,1,1,3,2,2,3995,1835,1839,7,60,10,1493,100,3750
0,668,18000,2,0,15,3,2,0,4663,1893,1659,5,70,5,1968,188,3800
18,845,4500,2,0,40,1,2,0,3985,1820,1844,4,57,3,2184,130,3750
1,19,56000,2,0,45,1,2,2,4899,2094,1464,5,52,14,1995,217,4400
8,288,49000,6,1,56,1,2,1,4270,1780,1630,5,60,8,1591,122,6400
21,480,7000,2,0,39,1,2,0,4658,1890,1644,5,66,3,1950,192,3800
1,7,78362,2,0,6,1,2,2,4624,2031,1429,5,60,10,1995,184,4000
18,843,30000,2,0,6,1,2,0,3985,1820,1855,4,57,5,2184,130,3750
8,1038,59000,2,1,0,1,2,1,3995,1760,1555,5,45,10,1396,89,4000
1,948,49000,2,0,6,1,2,2,4454,2044,1545,5,63,7,1995,184,4000
21,600,60513,2,0,45,1,1,0,4804,2141,1796,5,70,11,2997,254,3600
21,474,56500,2,0,15,1,2,1,4424,1804,1494,5,50,6,2143,134,3600
8,902,71000,2,1,0,1,2,1,4370,1700,1475,5,43,12,1582,126,4000
0,675,88000,2,0,15,3,2,0,5052,1968,1740,7,75,9,2967,245,2910
8,277,68000,2,1,32,1,2,1,4270,1780,1630,5,60,7,1396,89,4000
19,917,94827,2,1,29,1,2,1,3995,1790,1640,5,48,8,1248,89,4000
19,432,62000,6,1,7,1,2,1,3600,1475,1595,5,35,15,998,67,6200
19,934,57000,0,1,15,1,2,1,3539,1475,1700,5,35,13,998,59,6200
1,947,22120,2,0,15,1,2,1,4439,1821,1612,5,51,8,1995,188,4000
1,948,11000,2,0,15,1,2,2,4454,2044,1545,5,63,6,1995,184,4000
0,63,58000,6,0,15,1,2,1,4933,1874,1455,5,75,8,1798,190,4200
19,917,54572,2,1,29,1,2,1,3995,1790,1640,5,48,6,1248,89,4000
7,223,56000,6,0,15,1,2,1,4420,1695,1480,5,42,15,1497,118,6600
7,223,89000,6,0,45,3,2,1,4420,1695,1480,5,42,14,1497,118,6600
27,689,42000,2,0,10,1,2,1,4386,1699,1466,5,55,11,1498,103,4400
25,648,6000,2,1,36,1,2,1,3805,1665,1525,5,41,8,1461,63,4000
7,107,79500,2,1,56,1,2,1,3990,1680,1505,5,35,12,1498,99,3600
1,4,82000,2,0,15,3,2,2,4633,1811,1429,5,57,10,1995,188,4000
30,549,34228,2,1,69,1,2,2,4735,1830,1795,8,55,4,2393,148,3400
19,814,141334,2,1,56,3,2,1,3850,1695,1530,5,42,11,1248,74,4000
19,818,50000,6,1,42,1,2,1,3850,1695,1530,5,42,7,1197,83,6000
23,836,65000,2,1,1,1,2,1,4331,1822,1671,5,50,11,1461,108,3900
29,855,20000,6,0,45,1,2,1,3746,1647,1535,5,35,7,1199,84,6000
19,196,24000,6,1,54,1,2,1,3600,1600,1560,5,35,8,998,67,6000
19,541,36000,6,0,15,1,2,1,3700,1690,1595,5,32,8,1197,82,6000
0,654,117000,2,0,11,1,2,0,4385,1831,1608,5,64,12,1968,174,4200
31,641,24000,6,1,41,1,2,1,3971,1682,1469,5,45,4,999,109,5000
19,132,82000,6,1,1,1,2,1,3995,1745,1500,5,37,8,1197,83,6000
8,281,78000,2,1,6,1,2,1,4270,1780,1630,5,60,9,1582,126,4000
0,675,45000,2,0,56,3,2,0,5052,1968,1740,7,75,8,2967,245,2910
8,907,50000,6,0,15,1,2,1,4370,1700,1475,5,43,6,1591,121,6300
17,265,24000,2,0,40,3,2,1,3982,1727,1425,5,44,11,1496,114,4000
19,806,77000,6,1,56,3,2,1,4160,1690,1530,5,43,16,1298,87,6000
8,1029,55000,6,1,39,1,2,1,3565,1595,1550,5,35,16,1197,80,5200
8,1007,66000,6,1,1,1,2,1,3995,1660,1520,5,43,7,1197,81,6000
19,87,37000,6,1,36,1,2,1,3620,1475,1460,5,35,13,998,67,6200
7,224,80350,6,1,45,1,2,1,4440,1695,1485,5,42,13,1497,116,6600
21,148,102000,2,0,30,1,2,2,4596,1770,1447,5,66,12,2143,170,4200
19,818,48200,6,1,14,3,2,1,3850,1695,1530,5,42,9,1197,83,6000
19,802,55000,2,1,14,3,2,1,3995,1695,1555,5,42,10,1248,74,4000
15,359,14000,4,0,15,1,2,1,4975,1865,1445,5,50,5,2487,176,5700
8,400,25000,6,1,54,1,2,1,3995,1775,1505,5,37,5,1197,82,6000
31,641,20124,6,1,6,1,2,1,3971,1682,1469,5,45,5,999,109,5000
8,504,55660,6,1,58,1,2,1,3765,1660,1520,5,43,10,1197,81,6000
27,628,94580,6,0,32,1,2,1,4659,1814,1476,5,50,10,1798,177,4500
21,473,45000,6,0,45,3,2,1,4417,1804,1494,5,50,10,1991,181,5500
21,481,10000,2,0,15,1,2,0,4658,1890,1644,5,66,6,1950,192,3800
19,209,57000,2,1,39,1,2,1,4490,1730,1485,5,43,9,1248,89,4000
8,515,45000,0,1,40,1,2,1,3805,1680,1520,5,60,4,1197,68,6000
19,84,90342,0,1,3,3,2,1,3495,1475,1460,5,35,14,796,39,6200
7,105,1000,6,1,15,1,2,1,3995,1695,1501,5,35,3,1199,89,6000
8,902,135000,2,1,3,1,2,1,4370,1700,1475,5,43,14,1582,126,4000
30,467,123000,2,1,6,3,2,0,4705,1840,1850,7,80,11,2982,169,3600
18,997,47531,2,1,6,1,2,0,4585,1890,1785,7,70,13,2179,140,3750
12,785,79000,2,1,40,3,2,1,4315,1800,1645,5,50,6,1493,113,4000
18,772,95000,2,1,10,1,2,2,4430,1817,1975,8,60,14,2179,120,4000
8,1030,53000,6,1,32,1,2,1,3585,1595,1550,5,35,14,1197,79,6000
8,392,30000,2,1,1,1,2,1,3985,1734,1505,5,45,5,1396,89,4000
30,463,65000,2,0,24,1,2,0,4795,1855,1835,7,80,8,2755,174,3400
8,298,440000,2,0,15,1,2,1,4270,1780,1665,5,55,7,1582,126,4000
7,238,63088,6,1,29,1,2,1,4440,1695,1495,5,40,9,1497,117,6600
8,1027,62000,6,1,45,3,2,1,3565,1595,1550,5,35,17,1086,67,5500
2,306,80000,2,1,45,4,2,1,4597,1788,1477,5,60,14,1991,150,4000
1,962,29000,2,0,15,1,2,0,4922,2004,1745,5,80,5,2993,262,4000
32,732,2600,2,0,45,1,2,1,4963,1879,1443,5,55,5,1969,187,4250
8,1005,81000,2,1,39,1,2,1,3995,1660,1520,5,43,11,1120,71,4000
8,904,73000,6,1,15,1,2,1,4370,1700,1475,5,43,14,1591,121,6300
6,409,34000,2,0,15,1,2,0,4892,1860,1837,7,80,6,3198,197,3000
8,904,36623,6,1,76,1,2,1,4370,1700,1475,5,43,12,1591,121,6300
8,299,30000,6,0,15,1,2,1,4270,1780,1665,5,55,7,1591,122,6400
19,942,5000,6,1,32,1,2,1,3655,1620,1675,5,32,3,1692,129,4835
7,172,80121,6,0,45,3,2,1,4280,1767,1591,5,52,11,1692,129,4835
8,1034,64000,6,1,39,1,2,1,3585,1595,1550,5,35,14,1197,79,6000
30,274,39000,6,0,1,3,2,1,4620,1775,1475,5,55,6,1798,138,6400
19,917,70000,2,1,13,3,2,1,3995,1790,1640,5,48,8,1248,89,4000
0,38,36000,2,0,30,3,2,1,4456,1796,1416,5,50,6,1968,141,3500
19,128,40000,6,0,11,1,2,1,3995,1745,1510,5,37,7,1197,82,6000
21,340,1102,6,1,6,5,2,1,4280,1767,1591,5,52,3,1692,129,4835
31,635,62000,2,1,27,1,2,1,3987,1698,1483,5,45,11,1498,89,4200
21,152,97000,2,0,45,1,2,2,4596,2020,1447,5,66,14,2143,207,4200
31,644,43550,6,1,27,1,2,1,3970,1682,1453,5,45,11,1198,74,5400
6,363,28000,2,1,45,1,2,1,3998,1765,1647,5,52,6,1498,99,3750
25,587,47874,6,1,6,1,2,1,3679,1579,1478,5,28,7,999,67,5500
8,895,87001,2,1,15,1,2,1,4375,1700,1475,5,43,7,1582,126,4000
28,702,72000,2,0,6,1,2,0,4755,1900,1785,7,78,12,2696,184,4000
1,948,59000,2,0,45,1,2,2,4454,2044,1545,5,63,6,1995,184,4000
30,559,143477,2,1,14,3,2,1,4555,1770,1755,7,55,13,2494,102,5600
0,37,85900,2,0,0,1,2,1,4456,1796,1416,5,50,11,1968,141,3500
19,315,10000,6,0,45,1,2,1,3995,1735,1515,5,37,3,1197,89,6000
0,675,47000,2,0,15,1,2,0,5052,1968,1740,7,75,7,2967,245,2910
19,817,55000,6,1,15,1,2,1,3850,1695,1530,5,42,11,1197,85,6000
31,114,69508,2,1,60,3,2,1,3995,1682,1483,5,45,8,1498,109,4000
7,247,2500,2,1,40,1,2,1,4549,1748,1489,5,40,3,1498,98,3600
19,735,64000,6,1,15,1,2,1,4490,1735,1560,5,50,15,1586,102,5500
21,352,53089,6,0,50,3,2,2,4868,1854,1470,5,80,11,1796,186,5600
19,200,90000,6,0,6,1,2,1,4490,1730,1485,5,43,7,1462,103,6000
29,524,23000,2,1,27,1,2,1,4598,1894,1706,5,50,4,1956,168,3750
19,930,55000,6,1,27,1,2,1,3539,1475,1700,5,35,13,998,68,6200
8,511,64000,2,1,9,3,2,1,3765,1660,1520,5,43,9,1186,74,4000
8,517,52236,6,1,41,1,2,1,3765,1660,1520,5,43,5,1197,81,6000
7,224,76000,6,1,15,1,2,1,4440,1695,1485,5,42,12,1497,116,6600
1,10,19000,6,0,11,1,2,2,4633,1811,1429,5,57,5,1998,248,5200
30,465,97000,2,1,30,1,2,2,4705,1840,1850,7,80,12,2982,169,3600
8,304,76000,2,0,10,1,2,1,4270,1780,1630,5,60,7,1582,126,4000
29,523,15000,2,1,15,1,2,1,4598,1894,1706,5,50,4,1956,168,3750
30,557,98000,2,1,45,1,2,2,4585,1765,1760,7,55,10,2494,101,3600
8,386,36597,6,1,27,3,2,1,3985,1734,1505,5,45,8,1197,82,6000
21,163,500,2,0,15,1,2,2,4686,1810,1442,5,66,3,1950,192,3800
19,211,48000,6,1,45,1,2,1,4490,1730,1485,5,43,10,1373,91,6000
14,321,55000,2,0,56,3,2,0,4600,2069,1690,7,65,9,1999,177,4000
30,569,16000,2,0,40,1,2,2,4735,1830,1795,7,55,3,2393,148,3400
19,429,53000,6,1,15,1,2,1,4296,1695,1685,7,45,9,1373,94,6000
23,792,35000,2,1,32,1,2,1,4425,1695,1505,5,41,12,1461,85,3750
7,104,50000,6,0,45,1,2,1,3990,1680,1505,5,35,11,1199,89,6000
31,637,52600,6,1,73,1,2,1,3971,1682,1469,5,45,9,1198,74,5400
7,95,25000,6,1,15,1,2,1,3995,1695,1501,5,35,5,1199,89,6000
8,1007,74000,6,1,1,1,2,1,3995,1660,1520,5,43,11,1197,81,6000
31,879,85000,2,0,56,1,2,1,4384,1699,1466,5,55,10,1498,103,4400
19,704,28000,6,1,45,1,2,1,4280,1767,1591,5,52,14,1692,129,4835
31,883,35000,6,1,11,1,1,1,4390,1699,1467,5,55,4,1598,103,5250
21,489,17000,6,0,15,1,2,0,5207,2157,1823,7,90,4,2999,362,5500
0,665,57000,2,0,24,1,2,0,4629,1898,1653,5,75,9,1968,174,4200
7,238,10000,6,1,45,1,1,1,4440,1695,1495,5,40,4,1497,117,6600
0,666,63300,2,0,15,1,2,1,4628,1879,1651,5,75,16,2967,240,4000
8,507,46000,6,1,56,1,2,1,3765,1660,1520,5,43,11,1197,81,6000
8,903,64000,2,1,1,3,2,1,4370,1700,1475,5,43,11,1582,126,4000
0,651,4600,6,0,24,1,2,0,4318,1805,1548,5,55,3,1984,188,4200
21,167,23000,2,0,45,1,2,1,4630,1777,1432,5,52,7,2143,134,3600
18,983,144933,2,1,49,1,2,1,4585,1890,1785,7,70,8,2179,138,3750
7,222,80000,6,1,44,1,2,1,4420,1695,1480,5,42,16,1497,118,6600
30,435,32545,6,1,36,1,2,1,3895,1735,1555,5,45,10,1197,79,5600
8,864,31000,2,0,15,1,2,1,4475,1850,1660,5,62,6,1995,182,4000
19,802,50000,2,1,14,3,2,1,3995,1695,1555,5,42,10,1248,74,4000
19,802,65000,2,1,15,3,2,1,3995,1695,1555,5,42,10,1248,74,4000
8,1025,26000,6,1,14,1,2,1,3585,1595,1550,5,35,13,1086,68,5500
18,981,27000,2,1,15,1,2,1,3995,1821,1627,5,42,4,1497,115,3750
8,287,62000,2,1,14,1,2,1,4270,1780,1630,5,60,8,1396,89,4000
8,749,17000,6,1,44,1,2,1,3565,1525,1590,5,35,13,1086,62,5500
18,140,39234,2,1,54,3,2,2,4107,1745,1880,7,60,10,2523,63,3200
6,370,72000,2,1,20,1,2,1,3999,1765,1708,5,52,12,1498,89,3750
2,136,41215,2,1,27,1,2,1,3640,1595,1520,5,35,14,936,58,4000
32,966,16519,6,0,45,1,1,1,4425,1863,1652,5,54,5,1969,187,5000
19,87,51000,6,1,45,3,2,1,3620,1475,1460,5,35,14,998,67,6200
19,919,74179,2,0,45,1,2,1,3995,1790,1640,5,48,6,1248,89,4000
21,481,13000,2,0,45,1,2,0,4658,1890,1644,5,66,5,1950,192,3800
19,721,31056,2,1,27,1,2,1,4300,1765,1590,5,48,6,1598,118,3750
19,424,49148,6,0,45,3,2,1,4265,1695,1685,7,45,9,1373,94,6000
21,346,13000,2,0,15,1,2,2,5063,1860,1494,5,80,4,1950,192,3800
21,480,19000,2,0,45,1,2,0,4658,1890,1644,5,66,4,1950,192,3800
0,663,152000,2,0,67,1,2,0,4629,1898,1653,5,75,10,1968,174,4200
7,241,59000,6,0,20,1,2,1,4440,1695,1495,5,40,10,1497,117,6600
0,39,32000,2,0,15,1,2,1,4456,1796,1416,5,50,9,1968,141,3500
7,68,72000,6,0,15,1,2,1,4950,1845,1475,5,70,14,2354,178,6500
8,910,80000,2,0,6,1,2,1,4440,1729,1475,5,45,8,1582,126,4000
19,430,21894,6,0,15,1,2,1,4395,1735,1690,7,45,6,1462,103,6000
1,21,21000,2,0,11,1,2,2,4899,2094,1464,5,65,7,2993,258,4000
7,111,63587,2,1,45,1,2,1,3990,1680,1505,5,35,10,1498,99,3600
19,205,32000,6,0,56,1,2,1,4490,1730,1485,5,43,6,1462,103,6000
19,913,53694,2,1,56,3,2,1,3995,1790,1640,5,48,7,1248,89,4000
19,803,140000,2,1,12,3,2,1,4160,1690,1530,5,43,16,1248,75,4000
21,470,91100,2,0,15,1,2,0,5120,1934,1850,7,100,10,2987,258,3600
0,58,58000,2,0,15,3,2,1,4915,1874,1455,5,65,11,1968,177,3750
8,1041,76148,2,1,27,1,2,1,3940,1710,1505,5,45,13,1396,90,4000
18,763,104000,2,1,62,1,2,2,4456,1820,1930,8,60,10,2523,75,3200
0,47,50000,2,0,56,1,2,1,4701,1826,1427,5,63,12,1968,177,4200
8,416,56000,6,1,14,1,2,1,3495,1550,1500,5,32,8,814,55,5500
25,336,48000,2,1,54,1,2,1,4315,1822,1695,5,50,11,1461,84,3750
19,431,23000,6,1,6,1,2,1,4395,1735,1690,7,45,4,1462,103,6000
21,34,5600,2,0,15,5,2,1,4549,1796,1446,5,43,4,1950,147,3400
8,385,33000,6,1,45,1,2,1,3985,1734,1505,5,45,10,1197,82,6000
8,301,58900,2,1,0,1,2,1,4270,1780,1665,5,55,6,1582,126,4000
11,259,65000,2,1,44,1,2,1,4395,1818,1640,5,60,6,1692,129,4835
30,559,222000,2,1,27,1,2,1,4555,1770,1755,7,55,13,2494,102,5600
14,321,20000,2,0,27,1,2,0,4600,2069,1690,7,65,9,1999,177,4000
25,594,32000,6,1,47,1,2,1,3679,1579,1478,5,28,6,799,53,5678
18,139,62000,2,1,39,1,2,2,4107,1745,1880,7,52,8,2523,63,3200
19,423,71000,6,1,15,1,2,1,4296,1695,1685,7,45,8,1373,94,6000
8,1032,61000,6,0,56,4,2,1,3565,1595,1550,5,35,17,1197,80,5200
19,704,42152,6,1,66,1,1,1,4280,1767,1591,5,52,14,1692,129,4835
8,518,29000,6,1,6,1,2,1,3765,1660,1520,5,43,8,1197,81,6000
30,561,158690,2,1,1,3,2,2,4585,1760,1760,7,55,11,2494,100,3600
21,484,61000,2,0,45,1,2,0,4819,2141,1796,5,93,9,2987,255,3400
19,213,92000,2,1,44,3,2,1,4490,1730,1485,5,43,9,1248,89,4000
19,311,42000,6,1,39,1,2,1,3995,1735,1515,5,37,5,1197,89,6000
3,499,60969,6,1,59,1,2,1,3785,1635,1485,5,35,6,1198,67,5000
18,993,93000,2,1,1,1,2,1,4585,1890,1785,7,70,8,2179,140,3750
0,45,100000,2,0,6,1,2,1,4701,1826,1427,5,63,11,1968,141,4200
19,207,31000,6,1,36,1,2,1,4490,1730,1485,5,43,7,1373,91,6000
30,492,55000,6,1,39,1,2,1,3995,1745,1510,5,37,5,1197,82,6000
19,929,68320,0,1,20,1,2,1,3599,1495,1700,5,35,7,998,58,6200
29,537,65000,2,1,54,1,2,2,4788,1903,1791,7,60,7,2179,154,4000
30,467,95000,2,1,11,3,2,0,4705,1840,1850,7,80,12,2982,169,3600
19,705,85785,2,1,3,3,2,1,3775,1680,1620,5,43,12,1248,73,4000
31,873,38000,6,1,14,1,2,1,4390,1699,1467,5,55,7,1598,103,5250
8,384,12905,6,1,6,1,2,1,3995,1775,1505,5,37,5,998,118,6000
30,567,26000,2,0,45,1,2,2,4735,1830,1795,7,55,6,2755,172,3400
